,id,original_title,title,original_language,overview,tagline,release_date,poster_path,popularity,vote_count,vote_average,budget,revenue,runtime,status,backdrop_path,genre_names,year,profit
37876,636530,Killer Queen,Killer Queen,en,"In Ramin Fahrenheit’s grindhouse psychodrama, a young woman (Fatima Maziani) released from a mental hospital is drawn to a drug dealer she sees at the cinema they both frequent. These two outsiders come together; both of them are eager to escape their troubled pasts. One fateful evening, however, they plan to rob a married couple, but, when things get bloodier than expected, it is revealed that the woman has a compulsion to kill. Plagued by visions and voices, the titular killer queen attempts in vain to suppress her urges, and the victims continue to pile up",She kills and it's on Super 8,2019-10-01,/9hAmuDawSkt1J96NEecCPnqHxix.jpg,0.695,1,7.0,0,0,88,Released,/jz8FGmbpPizxTZ14j4efhtPf2jP.jpg,Horror,2019,0
37896,501495,Greenlight,Greenlight,en,"When Jack Archer gets the opportunity to finally direct a feature-length film, he doesn’t expect sleazy producer Bob Moseby to ask him to film a real murder! With his own life on the line and the days counting down, Jack doesn’t know how to do what’s right and save himself.",A director’s dream job has just become his worst nightmare.,2019-09-27,/l8ienUe3xN0fAXRt1Yp4SiFV2Ph.jpg,0.694,8,4.8,0,0,86,Released,/psqwdk40kgtEWTSr2lWMHllor4W.jpg,Horror,2019,0
37931,782984,Invidia,Invidia,en,"While going for a casual jog on bright yet cloudy morning, a young girl discovers the dead body of a teenager. But when she recognizes the face of the cadaver, she comes face to face with her own dark secrets.",FEELS LIKE I'M DREAMING BUT I'M NOT SLEEPING,2020-09-20,/kx2einaZouPCc1NXMhPyb2ra5Kl.jpg,0.691,2,9.0,14,0,5,Released,/d3H2f7eSrStmDZZ62kJs90rSmBo.jpg,Horror,2020,-14
37938,550622,The Fabric,The Fabric,en,"In a strange, dark asylum, a brilliant physicist with no memory, sits incarcerated. One thing occupies his mind: escaping - to what or where, he has no clue. Haunted day and night, by creatures that roam the halls - or his imagination, he scribbles equations on every surface of his his cell. Not knowing whether he is insane, or on to something truly groundbreaking, every combination of symbols etched onto the walls might be the key to his escape, or just his madness laughing back at him. One day he has a breakthrough.","Break the code, save your life.",2018-02-01,/gKjagHo9q9fSgmSMMu6n0olH73B.jpg,0.69,3,4.7,23500,0,21,Released,/3YkscVIV8ahSJhnQyCrGnNzOQzw.jpg,Horror,2018,-23500
37970,836325,The Mime,The Mime,en,A business woman encounters a mysterious killer mime in a London underpass.,"First, it copies you. Then you copy it.",2018-07-19,/9T7KI6nyM9tQiCDTw3TVegL0nwY.jpg,0.688,1,3.0,0,0,4,Released,/jOjc6EbqdEiBexLM04EVzmC62tj.jpg,Horror,2018,0
38060,840537,Pasture,Pasture,en,"A young woman seeking treatment for her schizophrenia is taken captive by a deranged doctor and subjected to illegal experimentation. Her every attempt at escape is blocked by those around her, as she loses touch with her already infirm grip on reality.",Fear is a prison of the mind.,2021-06-15,/n9tMZEu1oDYUwk7VtiJOgDtR1CH.jpg,0.685,0,0.0,0,0,100,Released,/dAq9FJMipq6L0eC02gNd2ydcLWw.jpg,Horror,2021,0
38079,780688,Mute,Mute,en,"Based on the Stephen King short story, a random encounter with a mute hitchhiker leads to tragic consequences",It all started with this guy,2018-11-17,/5kS51cnUx1MbTyoxDXIOLBN0RTd.jpg,0.684,0,0.0,20,0,13,Released,/9822NBAsCXKBBziLHt4E9gWeNXe.jpg,Horror,2018,-20
38126,938935,Menopause,Menopause,en,"A solar eclipse seems to be interfering with the menstrual cycle of women everywhere and wreaking havoc on their hormones. The result is a need to kill any and every man they see. Some women fight it, and some sink into it like a comfy couch. By the time the film is done, the body count is high, lots of blood has been spilled, and women everywhere become murder machines.",Who says the bleeding stops?,2022-02-15,/8G2UPoQVqmrx2i7rOFnTUJZRDTx.jpg,0.683,0,0.0,0,0,83,Released,/bO981ah12w4mE76kt6A1JDiZ3Mp.jpg,Horror,2022,0
38180,781418,Franco Sex Doll,Franco Sex Doll,en,"A man ""unboxes"" a vintage doll that bears a likeness to television and film star James Franco. As the man plays with the doll, it spouts soundbites from Mr. Franco's past; the man becomes obsessed.",Get Touched,2018-03-25,/d9tGkbQH2Iy7ekMsKu2BXRF1YOM.jpg,0.681,1,6.5,9000,0,7,Released,/8x4OoMaP4QrTA0NetjEPK9HCpU5.jpg,Horror,2018,-9000
38235,547146,Ghostface,Ghostface,en,"'GHOSTFACE' is a ""Scream"" Fan Film written and directed by Brandon Tobatto and starring Shanna Ammons, William Butler, and Stephen Hughey.  Tobatto himself provides the film's rendition of Ghostface's 'voice'.",BELIEVE IN GHOSTS?,2018-08-31,/rOX0qc4NzLCzDVm6OL711iV7lnT.jpg,0.679,1,9.0,0,0,20,Released,/lga6nCVJwB0HsJvVddsvxXuAMMV.jpg,Horror,2018,0
38254,516028,"Your Flesh, Your Curse","Your Flesh, Your Curse",en,"After being brutally murdered, the troubled girl Juliet White ends up in a limbo, where a spiritual guide forces her soul to re-live repressed memories.",Embrace the Suffering,2017-09-02,/wx34SlJmZAM4C04NRxlt1dkFP3u.jpg,0.678,1,5.0,0,0,100,Released,/nZvTEtBDkrIfavBW3IIvJeRXmWA.jpg,Horror,2017,0
38313,636519,Ride,Ride,en,"Spin classes can be a bit intimidating. But for Brit, the fear is real when her first class turns into a ride for her life.",Let's ride.,2019-10-01,/52U3l5vaX00CiuowoKo9udKWbmY.jpg,0.676,2,6.5,0,0,7,Released,/5ZJUFHyBYjDYEpjDKkit6oMQW1w.jpg,Horror,2019,0
38315,831480,씨씨티비,CCTV,ko,A horror film about the truth behind a broadcasting network’s brutal massacre drama a decade ago being revealed by a YouTuber.,ssi-ssi-ti-bi,2021-07-07,/x43ga20Wf4Zldcu3x7LbEhx9kyo.jpg,0.676,1,4.0,0,0,0,Released,/5fM8isf0sqh61pTNCmClD9pEaeK.jpg,Horror,2021,0
38347,828691,Killer Concept,Killer Concept,en,"Mark is at first reluctant when aspiring producer Seth and writer Holly want him to help them make a movie about a local serial killer: after all, they might figure out that he is behind them, but figures it could be interesting. However when rivalries, crushes, and outside influence begin to cloud his mind the harder it is to tell if he's in his own story or theirs. And who knows what direction the story will go in next?",Consume Stories or be Consumed by Them.,2021-05-21,/99eBDoHnRu2ZrAAcq0L1TWf23Bn.jpg,0.675,0,0.0,0,0,81,Released,/6xe5LTEubfnIXc5mrnwxstLtNoB.jpg,Horror,2021,0
38353,940562,The Fox and The Rabbit,The Fox and The Rabbit,en,"A couple meet after a bad breakup, but things are not what they seem.",Never follow the white rabbit,2022-02-28,/fUHXuoJgo0ckUDDPsdExuXj429.jpg,0.675,0,0.0,5874,0,20,Released,/qZrMBC5oUQSbFapTajax3ncd79T.jpg,Horror,2022,-5874
38361,1030187,Wild Hunt,Wild Hunt,en,A lone man sets out to hunt. Soon enough he himself is the one being hunted.,NATURE IS UNFORGIVING,2021-08-23,/7oixUCpMVeIgtihukUYJnu1liIN.jpg,0.675,1,9.0,60,0,9,Released,/zrZK0CgFYsS1WMbiwgUJzjbAUPh.jpg,Horror,2021,-60
38411,634894,Rumah Kentang: The Beginning,Rumah Kentang: The Beginning,id,"Sophie and her family returned to her childhood home that she had not visited in a long time. However, they experienced terror of disturbances. They also tried to find out what really happened.",Every Legend Has a Beginning,2019-11-21,/9Qx6tPUMzUDLkPqNOIVumXSBF1e.jpg,0.673,1,6.0,0,0,102,Released,/quiITK1bExZTF1liB8iEIwBCRrV.jpg,Horror,2019,0
38513,1023467,Waterboy,Waterboy,en,A teenager searches for water in an apocalyptic drought.,Danger in Dehydration,2020-07-29,/1gjQe42UxfCQv9WeblkOw7FXBMv.jpg,0.669,0,0.0,0,0,3,Released,/412wL07sjD9VjF0rESl1ocxsLe1.jpg,Horror,2020,0
38523,220139,Paku Pontianak,Paku Pontianak,en,"After the incident when ADAM hit a girl named Melati with his car, Adam and his family decided to take care of her. Melati wakes up the day after but she cannot remember a thing except her name.  Seri feels threatened by Melati’s presence because Seri been dreaming to make Adam her husband.",You're Not Mine Forever [Kau bukan milikku selamanya],2013-08-21,/A1T5qFb3bAUQEVVfQeBk82sGI7l.jpg,0.668,0,0.0,0,0,90,Released,/euoIDbGtXrT3dJg1J9EwmGDPIm6.jpg,Horror,2013,0
38584,944471,Underneath: An Anthology of Terror,Underneath: An Anthology of Terror,en,"UNDERNEATH is a grassroots, self-financed anthology in the vein of CREEPSHOW and is comprised of five chapters, an epilogue, and several mind-bending vignettes that are all bound together by something unnatural and sinister.",Evil in chapters,2021-12-21,/yCQE3PtQHd46HA9ptk9MF1WcWzz.jpg,0.666,0,0.0,0,0,75,Released,/yXWQ0exlRU9izhrPX4wmH2c9xTL.jpg,Horror,2021,0
38607,783572,Messe basse,The Lodger,fr,"Julie just started university in Bordeaux. She moves into the house of Elizabeth, an old widow who lends her a room in exchange for her help with daily chores. There’s one condition: acting as if Victor, Elizabeth’s dead husband, was still alive. But soon, Julie starts feeling his presence… and an inescapable and dangerous love triangle begins.",Don't dig up the ghosts of the past.,2021-08-04,/35iyoI248BJ4s1j7lxzI0hU1C1c.jpg,0.665,5,3.7,0,0,92,Released,/oQHqyM14Nq4FtXYtXjcl1DoHFQw.jpg,Horror,2021,0
38640,691212,The Changing of Ben Moore,The Changing of Ben Moore,en,A teenage orphan on a journey of self discovery starts a video journal when he begins to experience black outs and health issues. When his dog is found dead and his girlfriend goes missing his quest turns to discovering who is responsible.,Everybody Has Their Differences,2015-06-07,/5bEC8BPRVbFUbtvMYH1XshKdEez.jpg,0.664,2,4.0,8,0,90,Released,/4NuBCZSSJzr9husKu7a7L3FTDz1.jpg,Horror,2015,-8
38727,536919,The Creek,The Creek,en,"Following the death of their grandmother, brother and sister Glen and Nancy take her body to be cremated, only to discover a sinister and terrifying secret lurking in the waters below the crematorium",There's something wrong at the crematorium,2018-08-20,/tAd7FKHqjbbZqe6Wcxl4E2Amhlk.jpg,0.661,0,0.0,250,0,20,Released,/6YxFKttPsJ7fRQdOJ5nICKewqG4.jpg,Horror,2018,-250
38742,750206,Cry,Cry,en,Jay Tanner and his crew have been getting rich off of faking demon hunts and posting them on YOUTUBE. Unfortunately for Jay and his crew this demon hunt turns real.,Careful What You Say,2018-10-31,/jWZ0P8XsRxzgYHrD0gHoARFMrgY.jpg,0.661,0,0.0,1000,0,62,Released,/8cOsw5YYajUvGgTRyWdb42SPjcT.jpg,Horror,2018,-1000
38801,456561,Shallow Water,Shallow Water,en,"A group of adventurers arrive at a fabled fishing spot in Mexico only to realize that they are being hunted by a creature that lurks in the dark, shallow waters and that help will not be arriving any time soon.",How long can you hold your breath?,2017-04-08,/187Ml8vQDbwbmcE2JXeKfWlRBXO.jpg,0.658,2,3.5,0,0,19,Released,/1W7Hhn13eYITEUCWiPc726gwRpM.jpg,Horror,2017,0
38811,695312,The Missing,The Missing,tl,"In the pursuit of a contractual work in Japan, Iris became the victim of a curse that haunted her during her engagement as an architect of an over 100 year old house.",Every house has a story; some have secrets waiting to haunt you.,2020-12-25,/hPjIJh8P8bxcu235mw4cZ9eLHiQ.jpg,0.658,1,2.0,0,0,105,Released,/jxGI5inMy2szOQ9jngyX6910DZR.jpg,Horror,2020,0
38816,800417,Tom and His Zombie Wife,Tom and His Zombie Wife,en,"Tom vows to love and protect his Zombie Wife 'til death do they part. Zombie Wife needs feeding, and Tom must fulfill her needs. Day after day, he risks his life to bring home the bacon that his Zombie Wife craves. They long for their life back: a family who used to sing and dance together. Family is unity, unity is power, and they were, and are, invincible when they dance.",A love to kill for.,2021-09-11,/sYwPEHPnHZAKrYFO5Q48ucvDM6z.jpg,0.658,0,0.0,0,0,80,Released,/rxUWlyVWPlhEJwVIrY32ZytCbOm.jpg,Horror,2021,0
38828,305862,House of Mirrors,House of Mirrors,en,Sometimes therapy doesn't work for everyone,Sometimes therapy doesn't work for everyone,2014-08-15,/uhgI3AENy1CoBRofJvPxDZeElrg.jpg,0.657,0,0.0,3500000,0,80,Released,/2c1ttKYJidGActrAgojunaDdf8N.jpg,Horror,2014,-3500000
38847,456255,Aksbandh,Husbandhood,ur,"In January of 2014, five filmmakers suddenly disappear while shooting in the nearby Drigh Lake Larakana woods. One week later, their camera was found.",WITNESS THE FOOTAGE,2016-05-20,/6k8hzLSusZb2PkANUgsbLFBRoVi.jpg,0.657,2,7.0,0,0,89,Released,/qni9F7b4S2IRxeIGqvYieIiWmKi.jpg,Horror,2016,0
39014,600963,Nun's Deadly Confession,Nun's Deadly Confession,en,"Dr. Morten Holst is a psychiatrist who struggles with as many problems, if not more, as his wide range of unique patients. A detective finds himself in a threatening situation when he gets caught in the doctor's game while unraveling a mysterious case.",Thou shalt not kill,2019-05-07,/tEfgXUwbJ0PGa3HCDmZxLvK8I6M.jpg,0.653,1,1.0,0,0,117,Released,/zUEtfSJGaygZeKlDdzYAUfuvn4s.jpg,Horror,2019,0
39171,1018539,Doctor Terror,Doctor Terror,en,A mythical being reigns terror among Abram's fragile state of mind after a bad mushrooms trip.,Using these negatives to develop a portrait.,2022-09-02,/tSAqyZ2SLMfXEDzwbf0A7m6712R.jpg,0.65,0,0.0,250,300,45,Released,/zYcRHZxDlsCNLMKlh1qHxKvnvb0.jpg,Horror,2022,50
39196,140881,Incidente,Incident,es,"A documentary maker, a team of researchers in dead languages ​​and rites, a priest and a cameraman enter a factory that has been abandoned since 2001, when an employee murdered 16 work colleagues and subsequently, in the face of police persecution, killed himself. The police concealed evidence and closed the case as mass murder, but several testimonies, forensic photographs and other studies showed that the killer had practiced Enochian magic.",This is what they found..,2010-10-30,/iLWfAgbBvJPj7BjpvTj6r88BkM3.jpg,0.648,3,3.7,0,0,71,Released,/vcEb6gmCAspLc7SmHhsSKzoKSew.jpg,Horror,2010,0
39200,811652,HABITAT,HABITAT,en,"In a dead-end room lives a slave of the system, addicted to the computer mouse and a reality show that never ends. Obsessed with an illusion, his dream is to go to the paradise that he has seen in a TV commercial...with just a flick of a finger.",With just a flick of a finger...,2021-11-18,/m9zg9vRkv67ms7MzyxFLOyBvEG7.jpg,0.648,0,0.0,0,0,11,Released,/371Pr2XmvMS8xcoP6qH64luCRfb.jpg,Horror,2021,0
39257,901264,Unlocked,Unlocked,en,Charlotte lives a very mundane and regular life. Juggling between school works and social life her day-to-day couldn't have been more routinely. But that is about to change when she forgets to lock her door one day.,How long can the past stay locked away?,2021-10-31,/648Egu3BB7WDBp0wd4g7LbiJwZH.jpg,0.645,0,0.0,300,0,12,Released,/fsrRM4osrnIueX0tMaUU4lhTeGV.jpg,Horror,2021,-300
39273,774146,The House Call,The House Call,en,"We meet Dr. Stevens, a psychiatrist, on her first day back to work since burying her sister. Tasked with paying a visit to a radically religious family who believe their mother is possessed.",Leave your beliefs at the door.,2020-02-08,/tXDNFO6ovQclCOen6inC87mjtmS.jpg,0.644,0,0.0,5000,0,13,Released,/xAVzM55v3FKrhC74E5VNvm4B81k.jpg,Horror,2020,-5000
39389,664945,Crisp.,Crisp.,en,"CRISP., wherein a jealous man's attempt to steal a delicious apple crisp causes reality to break down and begins a chain of events leading to an endless cyclical loop of jealousy and theft.",Where'd you get the apple crisp?,2020-01-12,/t2YKvW6L3k8zYWTRAF5SdV89qPS.jpg,0.638,1,10.0,0,0,8,Released,/7NjAGvyaraKfe032dxIuKeR6gCd.jpg,Horror,2020,0
39426,573521,The Woods,The Woods,en,"Two filmmakers, Rebecca and Mark, came up with a plan to make a hoax film about the mythical ‘Bigfoot’. They set up camp in the woods and interviewed locals who claimed to have sighted the beast, documenting each step as they laid the groundwork for their hoax.",A couple (Mark & Rebecca) decide to make a documentary on Bigfoot...,2013-05-16,/nVR5DJJk43o8XjPcvKPLkfSjPhq.jpg,0.637,1,5.0,0,0,86,Released,/kSij2wAa4RUDXj5dGhnm07eyuFE.jpg,Horror,2013,0
39448,609965,Winter's Blood,Winter's Blood,en,"After being pursued through the snow by a masked stranger, a woman becomes entangled in a dark year-end ritual.",The season's sacrifice draws nigh,2019-10-26,/4NvQQ9nJm4VZcODkw3fQWt3HU87.jpg,0.636,1,5.0,0,0,4,Released,/xhra4RyJ7PikrbYMeotj0OyNuGt.jpg,Horror,2019,0
39551,475605,Prank Week,Prank Week,en,A campus urban legend myth comes true when fraternity brothers start to get killed off one by one by the infamous serial killer who used to live in the fraternity house 25 years ago.,They'll in for one killer week!,2017-08-03,/hV55EZJsoJbjpdPEWZoBOKY0qp.jpg,0.633,1,3.0,0,0,73,Released,/21GfGPU15zEtfpe2H6E99Tcam30.jpg,Horror,2017,0
39614,566578,Tusuk Jelangkung Di Lubang Buaya,Tusuk Jelangkung Di Lubang Buaya,id,"Taman Lubang Buaya, famous for its creepiness, has been chosen to be the next vlogging location. Out of the plan, Sisi disappeared after ""calling"" an evil spirit for being famous on social media. Can Sisi finally escape?","""Jelangkung, jelangkung datang untuk dimainkan, please help me find something...""",2018-12-06,/aUijN2lUOZe3zRyJlN9B6f9at4y.jpg,0.632,1,9.0,0,0,82,Released,/8QJqlHVvrHY2dbMu5yaaE7wa3KZ.jpg,Horror,2018,0
